business_name,phone,address,city,state,rating,reviews,category,place_id
"FOUR SEASONS ROOFING AND EXTERIORS LLC","","4004 Machupe Dr, Louisville, KY 40241","Louisville","KY",4.7,18,"Roofing contractor","ChIJ27cYFv6faYgRh7VxeJNVlZg"
"Mericle Roofing and Construction","+1859-270-0419","","Lexington","KY",4.9,35,"Roofing contractor","ChIJp5kL8T5RQogRQsLDIPOweco"
"TRAVIS ROOFING SUPPLY - LEXINGTON","+1859-474-7663","247 S Forbes Rd, Lexington, KY 40504","Lexington","KY",5,2,"Roofing supply store","ChIJ866ZSnpDQogRXf_VXRqM87s"
"Bluegrass Roofing","+1859-447-0724","2720 Old Rosebud Rd #310, Lexington, KY 40509","Lexington","KY",4.6,151,"Roofing contractor","ChIJ8-EjL-5Bj6ARtY7gL1vKYmU"
"Elite Builders Group LLC","+1859-396-6623","611 Elm Tree Ln, Lexington, KY 40508","Lexington","KY",4.6,10,"Construction company","ChIJF5drAwNFQogRvyykoWKWly0"
"Unique Roofing","+1859-644-0996","1808 Costigan Dr, Lexington, KY 40511","Lexington","KY",4.3,3,"Roofing contractor","ChIJq_LAODNEQogRqivATsmsXyk"
"A-Z Home Improvements","+1859-519-8090","917 Darley Dr, Lexington, KY 40505","Lexington","KY",4.4,7,"Roofing contractor","ChIJ9XO5qg9FQogRqSZGbgqvipY"
"Marshall General Contractor INC.","+1859-252-2444","1090 Eastland Dr, Lexington, KY 40505","Lexington","KY",4.6,30,"Roofing contractor","ChIJszPZuhNFQogRgg-4NZScO7A"
"Keen Roofing","+1270-438-3321","2501 Crossings Blvd, Bowling Green, KY 42104","Bowling Green","KY",4.5,39,"Roofing contractor","ChIJU1fAxzrvZYgRcVmIoYbwyCQ"
"Geoghegan Roofing & Supply Co","+1270-842-3515","411 Dishman Ln, Bowling Green, KY 42101","Bowling Green","KY",4.7,6,"Roofing contractor","ChIJzUbx6XLpZYgRxQDQW5iBdDQ"
"Freedom Contracting","+1270-303-0229","213 Porter Pike, Bowling Green, KY 42103","Bowling Green","KY",5,107,"Roofing contractor","ChIJMVG3gaXbD6MR8PRZRPZqiLs"
"A+ Home Improvement","+1270-776-7315","6115 Scottsville Rd Unit 4, Bowling Green, KY 42104","Bowling Green","KY",4.7,91,"Roofing contractor","ChIJXQvKKRnnZYgR9fwmEcsQYFA"
"Rangel Roofing and Carpentry","+1270-799-9182","300 Vance Ln, Bowling Green, KY 42101","Bowling Green","KY",5,2,"Roofing contractor","ChIJnWwZqpbBZYgRR3pOvwmkvQs"
"Gasper River Handyman Service","","10404 Morgantown Rd, Bowling Green, KY 42101","Bowling Green","KY",5,12,"Handyman/Handywoman/Handyperson","ChIJhaOLI9uTZYgR0zLqv0uRUl8"
"Breakfield Roofing","+1270-782-8130","884 Peachtree Ln, Bowling Green, KY 42103","Bowling Green","KY",3.7,3,"Roofing contractor","ChIJ7xlnWr7nZYgRgPK0DRDpATc"
"Bowling Green Roofing LLC","+1270-792-5033","","Bowling Green","KY",3,2,"Roofing contractor","ChIJb6xxShfpZYgR7ON2ApiAQ9U"
"Brashear Contracting","+1270-784-5551","162 Rockfield Church Rd unit a, Rockfield, KY 42274","Bowling Green","KY",5,2,"Roofing contractor","ChIJZaXveQPrZYgRcpUYLM94Wa4"
"RSW CONTRACTING","+1270-779-2195","810 Morgantown Rd, Bowling Green, KY 42101","Bowling Green","KY",3,2,"Contractor","ChIJbccqOjPpZYgR0leSP-1FXMY"
"Swafford Services","+1270-936-8154","","Bowling Green","KY",4.3,6,"Roofing contractor","ChIJvZY6ttroZYgRU_xoBcYBfl4"
"I&M Handyman","+1270-320-6979","","Bowling Green","KY",5,7,"Handyman/Handywoman/Handyperson","ChIJMWpAvmuBlaIR0RA8UOlVK94"
"ProFlame Chimney Solutions LLC","+1270-846-5248","4644 Fairvue Farm Blvd, Bowling Green, KY 42104","Bowling Green","KY",4.7,15,"Roofing contractor","ChIJ7wDQU87DZYgRCHbGmQcF2sE"
"Lamb General Contracting","+1270-780-0000","","Bowling Green","KY",5,2,"Roofing contractor","ChIJSf3tTgXAZYgR6KocOZ9CcLY"
"ProShield Roof Repairs","+1515-335-0497","317 6th Ave, Des Moines, IA 50309","Des Moines","IA",5,2,"Roofing contractor","ChIJI37MM_mZ7ocRSmQtCibnHHA"
"WeatherTight Roofing","+1515-328-4446","666 Walnut St, Des Moines, IA 50309","Des Moines","IA",5,2,"Roofing contractor","ChIJLfWSteiZ7ocRinBBT33ee3w"
"roof solutions llc","+1641-814-6993","1601 E Washington Ave, Des Moines, IA 50316","Des Moines","IA",4.7,10,"Roofing contractor","ChIJAYhMh4OZ7ocRmSlibY4023k"
"European Roofing LLC","+1515-288-8650","1409 Euclid Ave, Des Moines, IA 50313","Des Moines","IA",5,2,"Roofing contractor","ChIJycoNst6b7ocRZWeVP6V0NZo"
"Roofing Specialists","+1515-250-6637","2423 E 11th St, Des Moines, IA 50316","Des Moines","IA",3,2,"Contractor","ChIJJQRJ0P-Y7ocRww1Gl_fk5XY"
"RoofTek of Iowa","+1515-745-5902","1239 73rd St suite j, Windsor Heights, IA 50324","Des Moines","IA",4.8,19,"Roofing contractor","ChIJjagIPCWf7ocRhqFhSvkP5aw"
"Raise The Roof","+1319-582-2722","","Cedar Rapids","IA",5,16,"Roofing contractor","ChIJsd5t1Rb55IcRATTmBYdr2Lo"
"O'Neal & Sons Roofing, Siding, & More","+1319-981-7754","1207 Harrison Ct NW, Cedar Rapids, IA 52405","Cedar Rapids","IA",5,6,"Roofing contractor","ChIJuRL-qff55IcRrJwK2jRBkpk"
"Corridor Contracting, LLC","+1319-213-4267","","Cedar Rapids","IA",4.8,4,"Roofing contractor","ChIJn5U94db75IcRG7mBF_o_r9A"
"M&H Roofing and Remodeling","+1319-536-4565","1116 18th Ave SW, Cedar Rapids, IA 52404","Cedar Rapids","IA",5,2,"Roofing contractor","ChIJx1Yw2MH55IcRaYMgZy9pRI0"
"AP Construction LLC","+1319-800-1611","132 Kenmore St NE, Cedar Rapids, IA 52402","Cedar Rapids","IA",5,3,"Roofing contractor","ChIJgR45gfLx5IcRtFu71pa2zZY"
"H&L Roofing","+1319-233-5307","","Cedar Rapids","IA",4,2,"Roofing contractor","ChIJsRFeHQJT5YcR4ZE15VAF5vY"
"Roofing Wholesale & Supply Co","+1319-366-0336","812 58th Ave Ct SW, Cedar Rapids, IA 52404","Cedar Rapids","IA",5,4,"Roofing contractor","ChIJ180BoR745IcRWz5B9nBHDSA"
"NG Construction","+1319-350-2256","","Cedar Rapids","IA",5,2,"Roofing contractor","ChIJ370TUt7w5IcR-cRZckuhCds"
"Division 7 - Building Resource Group","+1319-573-0979","4080 1st Ave NE #101, Cedar Rapids, IA 52402","Cedar Rapids","IA",4.5,22,"Roofing contractor","ChIJ2XC2MlT45IcRfJaEU6VNZJI"
"Hayden Construction","+1319-826-3761","","Cedar Rapids","IA",5,2,"Roofing contractor","ChIJ1bC4VPn75IcRPn9DE2u0f0w"
"Paramount Exteriors Plus","","","Cedar Rapids","IA",5,10,"Roofing contractor","ChIJAXIdN-uLj00RBlMSJbtsbPQ"
"RCI Roofing Services LLC","+1319-329-2795","","Cedar Rapids","IA",4.9,41,"Roofing contractor","ChIJlXH_ukb55IcRHpQAeBta2yE"
"TNL Painting and Contracting","+1319-550-6948","","Cedar Rapids","IA",5,44,"Painter","ChIJxSrIKnwWL28RwyCwJn278SI"
"Davenport Roofing Pros","+1563-219-9091","628 N Ripley St, Davenport, IA 52803","Davenport","IA",4.8,47,"Roofing contractor","ChIJ___Enfow4ocRBFbfuIvH31I"
"Shingle Star Roofing Company","+1563-526-7827","125 Myrtle St, Davenport, IA 52802","Davenport","IA",4.9,28,"Roofing contractor","ChIJM9ikJHk14ocRu1YamFpy-ew"
"Tom Bakeris Contracting","+1563-296-9929","205 E Rusholme St, Davenport, IA 52803","Davenport","IA",5,2,"Roofing contractor","ChIJS7l3X_I04ocRoPLtnBhAoTI"
"Roofing Technology Inc","+1563-322-0771","1726 W 1st St, Davenport, IA 52802","Davenport","IA",4.6,9,"Roofing contractor","ChIJedoyNFXL44cRwq9NHBYkBAc"
"Shingle Star Roofing Company","+1563-526-7827","425 E 59th St Suite C, Davenport, IA 52807","Davenport","IA",5,9,"Roofing contractor","ChIJy-jZaQo14ocRfJ_aeHCVVbo"
"L & L Guttering Services","","2416 Jebens Ave, Davenport, IA 52804","Davenport","IA",3.5,4,"Roofing contractor","ChIJ8YIqVTnL44cRo74HBnLOKnE"
"Crew Roofing & Siding","+1309-792-8060","","Davenport","IA",4.9,72,"Roofing contractor","ChIJs6iOYD884ocRvJw4fhmSmIQ"
"Lutz Roofing & Gutters","+1309-786-5010","3812 11th Ave, Rock Island, IL 61201","Davenport","IA",3,4,"Roofing contractor","ChIJATcIWZUz4ocR5sEH_rYujYw"
"Robin Hood Restoration","","4620 E 53rd St STE 200, Davenport, IA 52807","Davenport","IA",4.7,3,"Roofing contractor","ChIJwSIk4J434ocRSIe9lfWTDQw"
"QUALITY MAINTENANCE REPAIR SERVICES","+1563-209-5367","1120 College Ave, Davenport, IA 52803","Davenport","IA",3.6,11,"Handyman/Handywoman/Handyperson","ChIJ5y26w4Y14ocRO-0GPBud3rk"
"2 Guys & a Gutter","+1309-788-4444","3720 46th Ave, Rock Island, IL 61201","Davenport","IA",4.7,3,"Roofing contractor","ChIJ0Yv5engz4ocRkZ-EAcYGsQk"
"Global Roofing & Contracting Inc","+1316-261-9120","Wichita, KS 67202","Wichita","KS",5,2,"Roofing contractor","ChIJVVVVVerjuocRSIgPe2G4LB0"
"TWG Construction","+1316-685-1010","2801 #101 E Kellogg Dr S, Wichita, KS 67211","Wichita","KS",4.8,31,"Roofing contractor","ChIJ3Y2IRHfjuocRdEKsI5Z8660"
"E L Shirley & Sons Roofing Inc.","+1316-522-8321","1202 S Washington Ave, Wichita, KS 67211","Wichita","KS",3.9,10,"Roofing contractor","ChIJG0N5dYzjuocRAom5uAapNvU"
"Quality Roofing Installation LLC","+1316-946-1068","1212 S Washington Ave, Wichita, KS 67211","Wichita","KS",3.6,16,"Roofing contractor","ChIJXd7Z8ovjuocR-w065lVj7pM"
"Wiesen Roofing & Exteriors","+1316-806-2106","1427 W Douglas Ave, Wichita, KS 67213","Wichita","KS",3.8,20,"Roofing contractor","ChIJNdHA2F3huocR9QBLt02WWAI"
"Spangler & Reimers Roofing","+1316-262-2026","434 N Ohio Ave, Wichita, KS 67214","Wichita","KS",5,5,"Roofing contractor","ChIJtQMB5rnjuocRwxa-Hid1vCI"
"TWG Roofing","+1316-776-4748","2801 #102, E Kellogg Dr S, Wichita, KS 67211","Wichita","KS",5,11,"Roofing contractor","ChIJjTXJGC_juocRSj-KfnyygW4"
"Result Roofing Wichita","+1866-640-0392","1818 S Broadway, Wichita, KS 67211","Wichita","KS",3.8,10,"Roofing contractor","ChIJ8YrJHjzkuocRt5NkomXnYQI"
"Rocket Roofing Wichita","+1316-553-7482","9103 W Central Ave, Wichita, KS 67212","Wichita","KS",5,28,"Roofing contractor","ChIJFWwAfVHeuocRe6kpSRHkJaY"
"Netco Roofing","+1316-749-1482","1650 S Meridian Ave #7, Wichita, KS 67213","Wichita","KS",3,6,"Roofing contractor","ChIJ2Ywx30rhuocRXqD8AsmaB0Q"
"Precision Construction Services","+1316-260-9200","1229 N Mosley St, Wichita, KS 67214","Wichita","KS",3.8,15,"Roofing contractor","ChIJhYSkhozjuocRHvDLf_SOpB8"
"A & R Exteriors LLC","+1316-257-1448","670 W 33rd St N, Wichita, KS 67204","Wichita","KS",5,2,"Roofing contractor","ChIJjwuW30_juocRZvwMvKnETZA"
"One Shot Contracting","+1913-228-9797","7133 W 80th St #205, Overland Park, KS 66204","Overland Park","KS",4.7,15,"Roofing contractor","ChIJ28AEKwbtwIcRbFmFcGOvt_c"
"Westwood Roofing","+1913-362-7663","9393 W 110th St, Overland Park, KS 66210","Overland Park","KS",4.4,13,"Roofing contractor","ChIJj5LhsLTtwIcRawcW_lMc-lQ"
"KC Pro Roofers","+1913-649-7100","4500 W 90th Terrace, Prairie Village, KS 66207","Overland Park","KS",3.1,19,"Roofing contractor","ChIJ9ybiulvpwIcRKinGH9hr8qU"
"Pinnacle Roofing LLC","","11415 W 87th Terrace, Overland Park, KS 66214","Overland Park","KS",5,5,"Roofing contractor","ChIJZavG4qfrwIcRwH8K-gE2G5E"
"Matrix commercial roofing and sheet metal llc","+1785-207-4465","802 SE Eastgate Dr, Topeka, KS 66607","Topeka","KS",5,11,"Roofing contractor","ChIJy-tAiHYFv4cRZpq7gTSSTq0"
"Trak Roofing & Construction","+1785-640-3107","3113 SW Van Buren St, Topeka, KS 66611","Topeka","KS",5,3,"Roofing contractor","ChIJq6qaJuEDv4cRSAPXWYXJWaY"
"Benchmark Property Remodeling","+1785-554-9868","","Topeka","KS",4.5,29,"Roofing contractor","ChIJb1WlkkIdv4cRXn7jLxWOzqg"
"Hooper Roofing & Repairs","+1785-383-4777","3719 SE Powell Ct, Topeka, KS 66609","Topeka","KS",5,2,"Roofing contractor","ChIJO_9WdqEcv4cR0r1jML0cS9M"
"Schulz Construction Inc","+1785-806-0234","Topeka, KS 66604","Topeka","KS",5,4,"Roofing contractor","ChIJ_____5sCv4cRmTKA3uBoauI"
"Guilfoyle Roofing (Commercial Only)","+1785-233-9315","3432 NW Lower Silver Lake Rd, Topeka, KS 66618","Topeka","KS",3.3,3,"Roofing contractor","ChIJNz3fUBECv4cRpSFQ92mJ0V4"
"Reliable Roofing, LLC","+1785-423-5023","","Topeka","KS",4.1,29,"Roofing contractor","ChIJi2KRcKACv4cR02yNHaA5HZw"
"Bob Florence Contractor Inc.","+1785-357-0341","1934 S Kansas Ave, Topeka, KS 66612","Topeka","KS",3.6,5,"General contractor","ChIJc44paiMDv4cRKk7aLnDI88U"
"Red Remodeling LLC","+1785-506-5731","2065 SW Lane St, Topeka, KS 66604","Topeka","KS",5,19,"Remodeler","ChIJv_7hU-LyXK8RV_nIoA28a0g"
"Aspen Construction Services, Inc.","+1785-266-7648","2430 SE Tecumseh Rd, Tecumseh, KS 66542","Topeka","KS",5,5,"General contractor","ChIJwYg0Gzwbv4cRLBbxrZfIytM"
"Dealers Choice, A Beacon Roofing Supply Company","+1785-234-8406","4008 NW 14th St, Topeka, KS 66618","Topeka","KS",4.4,10,"Building materials supplier","ChIJs2kFngwCv4cR0iekZxw7Tj4"
"M&R Remodeling and Repair Service","+1785-260-1324","603 NE Twiss Ave, Topeka, KS 66616","Topeka","KS",4.3,12,"Handyman/Handywoman/Handyperson","ChIJpR8xgDppv4cRhl42tLQtms4"
"Emerson Construction Inc","+1785-235-0555","4215 NW 25th St, Topeka, KS 66618","Topeka","KS",5,3,"Construction company","ChIJ-2whmAACv4cRe1ZDgVAxuAk"
"Home Exterior Solutions LLC","+1785-730-4101","","Topeka","KS",4.9,60,"Contractor","ChIJj5GzC6wDv4cRw50aKIq9isQ"
"Intelligent Roofing Solutions, LLC","+1913-980-9434","","Topeka","KS",3.3,4,"Roofing contractor","ChIJe2iJ06wCv4cRnix4Tz-cmKQ"
"Omaha Roofing and Siding","+1531-325-1476","2550 Farnam St, Omaha, NE 68131","Omaha","NE",4.8,12,"Roofing contractor","ChIJh8pf7NmNk4cRiKA0VSa-Qs4"
"R L Craft Co of Omaha","+1402-342-9480","1502 N 11th St, Omaha, NE 68110","Omaha","NE",4.6,7,"Roofing contractor","ChIJlXWsAsaPk4cR-LRsGFgOt-g"
"Drew's United Roofing & Siding","+1402-331-9614","5624 William St, Omaha, NE 68106","Omaha","NE",4.3,4,"Roofing contractor","ChIJVZWeRDiNk4cRQ6oaz8tFi9I"
"Ace Construction","+1402-556-7340","Proudly Serving Omaha and Surrounding Areas, 123 N 39th St, Omaha, NE 68131","Omaha","NE",4.5,2,"Roofing contractor","ChIJVVVVVWXuk4cROONcTY_5kNg"
"H&M ROOFING CO. LLC","+1402-612-4463","3310 Parker St, Omaha, NE 68111","Omaha","NE",3.7,3,"Roofing contractor","ChIJTyPaWT2Ok4cRc9BfywFi3ek"
"Home Science Solutions, LLC","+1402-981-1760","Omaha, NE 68131","Omaha","NE",4.7,12,"Roofing contractor","ChIJE6KqvQuOk4cRuOzYo1g_azY"
"JESS ROOFING INC","+1402-708-3269","1905 G Street apt 9, Lincoln, NE 68102","Omaha","NE",5,5,"Roofing contractor","ChIJIedGt8ePk4cReP_H158NAHI"
"Over the top roofing and construction","+1402-217-2459","4223 Progressive Ave # 5, Lincoln, NE 68504","Lincoln","NE",4.6,29,"Roofing contractor","ChIJKwdpNQaWlocRVv8E-MBYPEw"
"Pinnacle Roofing & Siding","+1402-560-0232","1303 High St, Lincoln, NE 68502","Lincoln","NE",5,3,"Roofing contractor","ChIJE6T8_8y_locRMGJTLcL5SO8"
"Vega Roofing & Gutters","+1402-601-7389","2751 NW 8th St, Lincoln, NE 68521","Lincoln","NE",5,5,"Roofing contractor","ChIJPyrQ_0a_locRmBI8yxuPt6M"
"Dehning Roofing","+1402-890-7895","7040 Leighton Ave, Lincoln, NE 68507","Lincoln","NE",5,6,"Roofing contractor","ChIJ0YPfymO8locRZ81R8lA6cEc"
"Welter Construction","+1763-780-6007","6200 S 58th St suite c, Lincoln, NE 68516","Lincoln","NE",4.3,7,"Roofing contractor","ChIJqWujW_y-locR8kGzOuSDu3Q"
"Lynch Contracting","+1402-890-8564","3130 S 6th St STE 112, Lincoln, NE 68502","Lincoln","NE",4.2,12,"Siding contractor","ChIJuzcSusm_locRtTu6FSoiWKg"
"Capital City Exteriors","+1402-325-0506","3401 S 7th St, Lincoln, NE 68502","Lincoln","NE",5,10,"Siding contractor","ChIJhVlxAfC7locRRd0zTCppqK0"
"Albuquerque Roofing & Construction Inc","+1505-715-7176","1124 High St SE, Albuquerque, NM 87102","Albuquerque","NM",4.3,6,"Roofing contractor","ChIJj7QDg5oMIocRhsHW93xNCLs"
"No Leak Roofing","+1505-859-4100","403 Haines Ave NW, Albuquerque, NM 87102","Albuquerque","NM",4,21,"Roofing contractor","ChIJhykQKCFzIocRAuccT3XYWLE"
"Barker Brothers Roofers LLC","+1505-305-2191","832 Juan Tabo Blvd NE #3400, Albuquerque, NM 87123","Albuquerque","NM",4.7,44,"Roofing contractor","ChIJfVRd3b-hGIcRWYy3VJBHG6E"
"Sunshine Roofing LLC","+1505-507-0483","","Albuquerque","NM",5,12,"Roofing contractor","ChIJxQDBgRg_-2cRgxsTnD01DO4"
"A Reliable Roof LLC","+1505-250-2171","2939 Duranes Rd NW, Albuquerque, NM 87104","Albuquerque","NM",4.1,9,"Roofing contractor","ChIJDWNIMNpyIocRnpIuFF3fORE"
"Spanish Roof Tile Company Inc","+1505-269-1921","3720 Franciscan St NE, Albuquerque, NM 87107","Albuquerque","NM",3.3,26,"Roofing contractor","ChIJm19k4VtzIocRa5rjM4dSM-4"
"Rafa's Roofing Inc.","+1505-345-1158","112 Veranda Rd NW, Albuquerque, NM 87107","Albuquerque","NM",4.6,11,"Roofing contractor","ChIJKXQg-IVzIocRkOpg3JjuAd8"
"Roofing Supply of New Mexico","+1505-343-8000","2222 4th St NW, Albuquerque, NM 87102","Albuquerque","NM",4.2,40,"Contractor","ChIJd8e6TklzIocReC0F36y95zE"
"Pitch your roof","+1505-347-3228","704 Rankin Rd NE, Albuquerque, NM 87107","Albuquerque","NM",5,17,"Roofing contractor","ChIJQ2urGFt1IocRVFtg0VxUf_k"
"Reece Roofing Co.","+1505-623-9693","727 Tyler Rd NE, Albuquerque, NM 87113","Albuquerque","NM",5,2,"Roofing contractor","ChIJ__9r_2R0IocR2RYeKpINHeA"
"Reliable Roofing Santa Fe","+1505-372-0074","713 Don Diego Ct, Santa Fe, NM 87505","Santa Fe","NM",5,2,"Roofing contractor","ChIJxYGVCL1RGIcRBiLsBBb67NM"
"JRM Roofing & Construction","+1505-920-9768","2620 Vía Berrenda, Santa Fe, NM 87505","Santa Fe","NM",4.8,16,"Contractor","ChIJqTmlmadQGIcR5DOftA4e770"
"Dominic Vigil's Enchantment Roofing & Construction Services","+1505-660-7327","228 S St Francis Dr A-1, Santa Fe, NM 87501","Santa Fe","NM",3.3,26,"Roofing contractor","ChIJAbqXcWBaGIcRaQbWx-L1_0c"
"Santa Fe Roofing Solutions","+1702-827-7585","604 Galisteo St, Santa Fe, NM 87505","Santa Fe","NM",5,3,"Roofing contractor","ChIJDdAJ_0ZQGIcREuPD3Mxtj_w"
"Santa Fe Roofing Experts","+1888-425-0452","720 St Michaels Dr, Santa Fe, NM 87505","Santa Fe","NM",3.9,8,"Roofing contractor","ChIJdYkBv6BQGIcR8PPICEilwxM"
"Argonaut Exteriors","+1505-316-5811","1616 Salvador Pl, Santa Fe, NM 87501","Santa Fe","NM",5,10,"Roofing contractor","ChIJfYPyDOC12IcRW3LmKZ9dAKU"
"Top Notch Roofing Santa Fe","+1505-616-0610","7510 Airport Rd, Santa Fe, NM 87507","Santa Fe","NM",3.5,8,"Roofing contractor","ChIJC86F6QBcGIcRBSkNpq0Fp9U"
"Splendid Builders & Roofing","+1505-930-8302","","Santa Fe","NM",4.3,38,"Roofing contractor","ChIJAzCEzGlaGIcRwPbt6N2i9pU"
"Santa Fe Roofing Services","+1888-401-0149","4621 Airport Rd, Santa Fe, NM 87507","Santa Fe","NM",4.2,5,"Roofing contractor","ChIJ0Un_-5NbGIcR-uS1dRWN_rw"
"Sunwest Construction Specialties Inc.","+1505-438-7199","1254 Calle de Comercio, Santa Fe, NM 87507","Santa Fe","NM",3.8,24,"Window supplier","ChIJayfmxWFaGIcRU3MRFUtz9HU"
"Archuleta Home Service and Repair, LLC","+1505-218-6950","","Santa Fe","NM",4.2,5,"Roofing contractor","ChIJXSnGROdRGIcR44lTqWTZ3Dg"
"Coyote Development Group","+1505-470-6691","228 S St Francis Dr bldg a-1, Santa Fe, NM 87501","Santa Fe","NM",5,2,"General contractor","ChIJ06ym22xQGIcRrsIqkAAgU48"
"C Smith Construction Co. Inc.","+1505-982-0216","1210 Luisa St #11a, Santa Fe, NM 87505","Santa Fe","NM",4.1,9,"Roofing contractor","ChIJDdAJ_0ZQGIcRa6JdwI8CBSc"
"1 HORIZON Fencing & Construction","+1505-660-6261","15 Via Nova, Santa Fe, NM 87507","Santa Fe","NM",5,36,"Fence contractor","ChIJa4TxUG1r0IUR-Mi-IhA-0MU"
"Archuleta Home Services and Repair inc","+1505-626-8500","","Santa Fe","NM",5,10,"Roofing contractor","ChIJAX0hpJ8-q0cRiO1LReMdUyw"
"Anything Goes Handyman Service","+1505-231-4590","Rancho Siringo Rd, Santa Fe, NM 87505","Santa Fe","NM",4.7,14,"Handyman/Handywoman/Handyperson","ChIJgZ21B6VbGIcRQhKoehJ2W7g"
"Santa Fe Sustainable Living","+1505-780-0127","923 W Alameda St, Santa Fe, NM 87505","Santa Fe","NM",5,4,"General contractor","ChIJDdAJ_0ZQGIcR2ZyHth5OfSI"
"Design Enginuity","+1505-989-3557","Santa Fe, NM 87504","Santa Fe","NM",5,3,"Civil engineering company","ChIJ_X66Yz5RGIcR8f5Dwv3-EgQ"
"Buzzalini's Custom Interiors LLC","+1505-204-5091","714 Don Cubero Alley, Santa Fe, NM 87505","Santa Fe","NM",5,6,"Painting","ChIJ0WmrGvVRGIcRSiSuVDp9MQc"
"LC Roofing","+1575-214-6620","1100 N Miranda St, Las Cruces, NM 88005","Las Cruces","NM",4.9,21,"Roofing contractor","ChIJPV3upNU93oYRAOZ81iWSVtM"
"JR ROADRUNNER CONSTRUCTION LLC","+1575-543-5878","805 E Bowman Ave, Las Cruces, NM 88001","Las Cruces","NM",4.6,11,"Roofing contractor","ChIJjxXlvSIVmUIR1UOGf_U99F8"
"Suniga's Roofing & Construction","+1575-635-0784","Las Cruces, NM 88004","Las Cruces","NM",5,3,"Roofing contractor","ChIJodKmNO6s4IYRR9zSvKjvhLY"
"Progreen Coatings & Roofing","+1575-647-2700","400 S Compress Rd, Las Cruces, NM 88005","Las Cruces","NM",4.8,17,"Roofing contractor","ChIJXSCbdIk93oYRhRDaxBgoEag"
"Smith Roofing","+1575-521-7030","1655 W Picacho Ave, Las Cruces, NM 88005","Las Cruces","NM",3.8,10,"Roofing contractor","ChIJBYk9be493oYRy9SJsqXMUTc"
"Frontier Roofing Supply","+1575-647-0055","909 S Valley Dr, Las Cruces, NM 88005","Las Cruces","NM",4.6,58,"Roofing supply store","ChIJWw9JtyAW3oYRcqIxvVZl0Us"
"Mesilla Valley Roofing","+1575-202-7085","129 E Idaho Ave, Las Cruces, NM 88005","Las Cruces","NM",4.3,3,"Roofing contractor","ChIJvVGgty4W3oYRghrDlg7_35s"
"Fort Selden Roofing Inc.","+1575-644-9075","1400 W Brown Rd, Las Cruces, NM 88005","Las Cruces","NM",4,4,"Roofing contractor","ChIJs58PCQYX3oYRgRcmPtZab3w"
"G. Bishop Roofing LLC","+1575-527-2077","1730 W Hadley Ave, Las Cruces, NM 88005","Las Cruces","NM",3,8,"Roofing contractor","ChIJcRFv5fE93oYRZPNQN8vYVss"
"A & M Roofing Co","+1575-382-8036","5241 Sierra Vista Ave, Las Cruces, NM 88012","Las Cruces","NM",4.1,8,"Roofing contractor","ChIJa-CEjFAj3oYRkqXSUxT7S0c"
"Vista Del Sol Construction","+1575-993-3726","2904 Valle Vista, Las Cruces, NM 88011","Las Cruces","NM",5,4,"Contractor","ChIJ4fOpOuUX3oYREFVjLmm-MGE"
"E & R Roofing Co","+1575-524-8153","4619 W Picacho Ave, Las Cruces, NM 88007","Las Cruces","NM",3,2,"Roofing contractor","ChIJ34z1mSQ-3oYRX1IjXosyhFY"
"Atlas General Contracting","+1575-522-7942","755 S Telshor Blvd, Las Cruces, NM 88011","Las Cruces","NM",3,4,"Metal construction company","ChIJTeuD3cM93oYRefuHNIe1KgQ"
"United States Disaster Response","+1800-611-5621","","Las Cruces","NM",5,18,"Roofing contractor","ChIJZRFSASU93oYRug2AIOJziVc"
"Simmons Home Remodeling Las Cruces | Kitchen and Bath | Drywall and Paint | Stucco, Fencing, Many Other Services","+1575-649-2981","","Las Cruces","NM",4.7,66,"Remodeler","ChIJZ5OlLx8W7YERwXCnCee5K3o"
"Four Star Construction","+1575-200-0554","1344 Kilmer St, Las Cruces, NM 88001","Las Cruces","NM",5,2,"General contractor","ChIJu2sVL4U93oYRnyWSte4UpHc"
"Roofing Expert Division","+1575-222-5603","","Las Cruces","NM",5,15,"Roofing contractor","ChIJowYcyqg93oYROSoHpiIAoFA"
"Under the Roof, LLC","+1575-640-1409","","Las Cruces","NM",5,12,"Painting","ChIJiaofq0w-mysROer9t7Sv0LA"
"Meraz Painting","+1575-649-8193","1001 W Picacho Ave, Las Cruces, NM 88005","Las Cruces","NM",4.1,42,"Painter","ChIJ49ji3pI93oYRcvhMt_y12D8"
"Handyman Services","+1575-202-4640","","Las Cruces","NM",4.7,37,"Handyman/Handywoman/Handyperson","ChIJBbWo3wA93oYRhAT1M6Cq634"
"Platinum Roofing","+1304-205-9505","114 Lee St W Ste 112, Charleston, WV 25302","Charleston","WV",5,3,"Roofing contractor","ChIJyzImw-fTSIgRBpiygkTsFvs"
"Blake Roofing","+1304-744-8895","1542 Long Branch Rd, Charleston, WV 25309","Charleston","WV",5,8,"Roofing contractor","ChIJ9xNOaEgyT4gRpMQX2749F9E"
"Elite Roofing LLC","","277 S Pinch Rd, Elkview, WV 25071","Charleston","WV",3.9,10,"Roofing contractor","ChIJ__8P9UgqSYgRzKq8F-Io1Pw"
"Mr Roofer LLC","+1304-542-3283","Elk River Rd S, Elkview, WV 25071","Charleston","WV",5,2,"Roofing contractor","ChIJ_WJEA4MpSYgRRqpeHijLpUA"
